sensor_reading,noise_level,rolling_avg,reading_diff,pga,snr,p_wave_detected,ttf_seconds
5.33,0.28,5.12,0.15,0.82,14.99,1,9
4.99,0.4,4.84,0.05,0.59,14.54,1,17
6.44,0.39,6.76,0.17,0.68,18.6,1,14
6.86,0.47,6.49,0.13,0.48,14.56,1,12
5.18,0.25,5.38,0.12,0.92,15.27,1,13
5.86,0.39,6.16,0.06,1.07,4.38,1,14
6.47,0.39,6.41,0.04,0.74,10.87,1,14
5.91,0.12,5.51,0.1,1.41,15.88,1,18
4.28,0.29,4.4,0.08,1.09,4.44,1,13
5.81,0.43,5.89,0.14,0.68,13.59,1,12
6.32,0.06,5.63,0.16,0.67,16.19,1,12
4.83,0.76,4.75,0.09,0.81,13.52,1,14
4.95,0.66,5.16,0.05,0.68,9.8,1,18
3.66,0.46,3.6,0.11,0.6,8.73,1,15
4.55,0.38,4.67,0.18,1.04,18.1,1,17
5.37,0.39,5.12,0.06,0.71,20.29,1,13
4.95,0.22,4.51,0.15,0.92,17.43,1,14
4.18,0.27,3.93,0.12,0.73,19.49,1,17
5.52,0.16,5.84,0.12,1.25,11.09,1,14
5.01,0.47,5.09,0.09,0.55,14.19,1,15
4.03,0.23,4.17,0.14,0.97,14.33,1,15
6.14,0.28,6.17,0.13,0.7,13.95,1,10
5.82,-0.02,5.7,0.12,0.73,16.69,1,22
4.4,0.53,4.31,0.08,0.67,24.77,1,16
5.51,-0.04,5.63,0.08,0.83,15.34,1,20
3.22,-0.28,2.85,0.05,0.73,11.44,1,13
5.35,0.12,4.68,0.1,1.09,12.95,1,18
4.66,0.23,4.76,0.11,0.74,4.17,1,13
5.3,0.61,5.32,0.04,1.26,13.68,1,15
4.22,0.24,4.06,0.08,0.82,9.89,1,14
3.93,0.22,3.78,0.1,1.17,16.46,1,7
6.03,0.2,5.89,0.12,1.01,23.19,1,20
5.97,0.57,5.81,0.16,0.74,14.64,1,16
6.43,0.12,6.68,0.07,0.8,11.36,1,19
5.39,0.34,5.24,0.05,0.75,18.45,1,14
6.46,0.27,6.79,0.15,0.9,21.91,1,15
4.24,0.11,4.32,0.09,0.71,19.19,1,10
4.94,0.32,5.25,-0.02,0.87,18.73,1,15
6.01,0.25,5.73,0.17,0.64,4.74,1,14
4.89,0.36,4.64,0.05,1.11,18.13,1,13
5.8,0.06,5.01,0.09,0.73,6.34,1,15
6.51,0.47,6.73,0.06,1.18,21.42,1,15
4.36,0.3,4.32,0.19,1.05,21.42,1,19
4.52,0.24,4.43,0.08,0.8,11.75,1,15
6.21,0.31,6.42,0.07,0.86,19.0,1,12
6.72,0.08,6.67,0.14,0.6,6.49,1,16
4.39,0.34,4.57,0.12,0.67,17.27,1,13
6.0,0.79,6.18,0.04,0.93,15.12,1,15
4.65,0.12,5.02,0.12,0.81,15.46,1,10
5.29,0.41,5.17,0.06,1.15,13.79,1,20
6.49,0.19,6.09,0.11,0.8,15.35,1,16
5.67,0.31,6.07,0.06,0.79,16.82,1,14
5.78,0.23,6.24,0.15,0.71,11.74,1,13
5.86,0.44,5.41,0.12,0.99,10.14,1,13
7.46,0.46,7.4,0.13,0.87,22.11,1,17
4.86,0.57,5.09,0.14,0.68,14.26,1,15
2.93,0.17,2.87,0.09,0.86,16.66,1,15
5.03,0.5,4.75,0.1,0.87,16.89,1,11
5.28,0.33,5.67,0.19,0.71,12.96,1,17
6.81,0.17,6.65,0.23,0.59,13.58,1,15
3.7,0.64,3.84,0.03,0.91,18.51,1,17
5.39,-0.07,5.13,0.15,0.97,22.42,1,14
3.35,0.51,3.24,0.13,0.49,16.83,1,17
3.02,0.21,2.96,0.07,0.63,4.92,1,17
4.77,0.26,4.9,0.16,0.79,12.78,1,16
6.47,0.17,6.89,0.04,0.79,19.62,1,12
4.39,0.26,4.4,0.12,0.73,15.04,1,13
5.67,0.48,5.88,0.06,0.71,9.18,1,14
4.19,0.45,4.23,0.18,1.2,16.02,1,16
4.96,0.12,5.23,0.05,0.7,10.93,1,13
5.56,0.29,5.47,0.15,0.69,11.98,1,16
5.51,0.39,6.07,0.14,0.78,16.87,1,14
6.18,0.15,6.49,0.07,0.45,13.43,1,17
3.64,0.27,4.12,0.1,0.95,6.75,1,12
4.77,0.31,5.0,0.08,1.2,8.84,1,14
4.71,0.07,4.62,0.17,0.9,13.01,1,11
3.85,0.19,3.85,0.06,0.88,9.74,1,14
5.03,0.09,5.18,0.07,0.77,17.09,1,19
4.92,0.63,4.77,0.14,0.24,18.75,1,15
5.18,0.29,5.28,0.12,1.2,18.43,1,18
5.72,0.31,5.49,0.02,0.65,17.25,1,10
5.31,0.2,5.57,0.16,1.27,4.4,1,20
3.59,0.55,3.75,0.13,0.77,13.34,1,16
4.27,0.41,4.02,-0.05,1.0,6.31,1,14
5.32,0.35,5.63,0.12,0.43,14.58,1,12
5.98,0.2,6.56,0.1,0.63,19.27,1,14
4.78,0.25,4.87,0.14,0.86,11.95,1,17
6.6,0.12,6.62,0.16,0.87,7.83,1,7
4.69,0.27,4.75,0.1,0.9,21.24,1,15
5.88,0.2,5.28,0.1,1.1,24.69,1,18
3.33,0.17,3.26,0.06,1.02,16.28,1,15
3.45,0.5,3.3,0.1,0.71,12.59,1,12
4.26,0.27,4.95,0.04,0.88,12.37,1,14
3.89,0.28,3.76,0.15,1.19,15.52,1,18
4.79,0.1,4.69,0.07,0.85,9.94,1,20
5.03,0.11,4.81,0.2,0.74,19.15,1,14
4.68,0.3,4.79,0.02,0.92,20.39,1,19
4.99,0.39,4.64,0.17,0.95,17.22,1,13
5.7,0.1,5.42,-0.02,0.77,22.18,1,15
4.87,0.48,5.48,0.28,0.77,20.22,1,17
3.69,0.17,3.7,0.16,0.84,13.97,1,18
3.4,0.14,3.08,0.14,0.89,12.19,1,20
4.55,0.21,4.24,0.08,0.63,17.1,1,15
4.37,0.33,4.14,0.11,0.61,10.37,1,17
3.35,0.14,3.68,0.06,0.89,12.14,1,15
5.05,0.23,5.26,0.1,0.86,11.68,1,13
3.92,0.42,3.83,0.11,0.6,19.25,1,18
4.4,0.36,4.3,0.08,0.86,14.63,1,11
5.93,0.41,6.4,0.07,0.79,4.2,1,16
4.97,0.13,4.94,0.18,0.53,3.61,1,11
3.59,0.31,3.52,0.14,0.94,16.44,1,20
5.59,0.37,5.74,0.09,0.83,15.98,1,12
4.03,0.13,4.23,0.14,0.69,13.95,1,12
4.69,0.19,4.78,0.12,0.88,17.19,1,15
5.61,0.35,5.95,0.17,1.01,12.83,1,14
5.39,-0.16,4.57,0.14,0.93,12.0,1,16
5.48,-0.0,5.18,0.18,0.57,21.51,1,13
5.59,0.39,5.22,0.08,1.21,2.37,1,19
6.39,0.09,6.66,0.19,0.57,19.56,1,9
5.59,0.53,6.03,0.05,0.91,20.55,1,15
4.04,0.09,4.03,0.13,0.79,17.75,1,13
4.49,0.42,4.35,0.23,0.73,17.28,1,20
5.79,0.14,6.51,0.12,1.09,14.95,1,15
5.05,0.33,4.8,0.09,0.85,12.56,1,13
5.58,-0.06,5.76,0.14,0.67,12.19,1,16
4.85,0.39,4.58,0.08,1.04,19.89,1,13
6.49,0.46,6.86,0.13,0.19,11.82,1,16
5.52,0.23,4.94,0.11,0.37,12.85,1,12
6.07,0.45,6.1,0.14,1.04,18.15,1,11
6.91,0.16,7.13,0.02,1.06,6.18,1,17
3.95,0.35,3.76,0.11,0.69,18.68,1,13
4.8,0.36,4.57,0.15,0.75,14.12,1,14
4.19,0.37,3.89,0.17,0.51,32.19,1,15
5.89,0.46,5.91,0.17,0.71,21.95,1,16
4.84,0.34,5.1,0.11,0.5,13.62,1,11
5.75,0.43,5.79,0.13,0.92,14.86,1,17
4.68,0.63,5.32,0.16,0.44,18.19,1,17
3.49,0.46,3.31,0.05,0.75,20.33,1,10
4.4,0.45,4.34,0.06,0.74,19.75,1,16
3.76,0.35,3.74,0.01,1.06,18.59,1,12
5.78,0.26,5.71,0.08,0.9,9.54,1,18
4.57,0.27,4.36,0.18,0.74,9.88,1,14
6.14,0.26,5.92,0.13,0.96,10.39,1,16
5.83,0.19,6.11,0.11,0.76,18.66,1,18
5.51,0.19,5.49,0.08,0.73,5.72,1,14
4.91,0.02,4.66,0.17,0.87,18.75,1,15
5.75,0.31,6.14,0.12,0.53,4.88,1,10
2.88,0.32,2.6,0.09,0.88,17.16,1,16
5.12,0.03,5.05,0.11,0.84,13.31,1,14
4.15,0.17,3.89,0.11,0.74,10.93,1,17
4.92,0.33,4.95,0.06,0.49,13.94,1,11
4.74,0.55,4.69,0.17,0.82,17.62,1,14
5.87,0.71,5.48,0.11,0.79,15.67,1,18
4.83,0.5,4.95,0.08,0.81,4.45,1,13
4.59,-0.21,4.46,0.11,0.64,17.71,1,15
6.01,0.52,5.88,0.08,0.61,20.54,1,15
5.6,0.22,5.88,0.05,0.78,18.46,1,18
5.77,0.33,6.24,0.1,0.86,11.54,1,16
3.95,0.41,4.09,0.1,0.54,19.58,1,16
5.17,0.45,4.6,0.11,0.93,17.95,1,15
2.77,0.36,2.9,0.09,0.98,16.02,1,10
4.78,0.17,5.14,0.13,0.81,17.54,1,18
4.37,0.22,4.12,0.15,1.03,26.44,1,11
5.66,0.38,5.81,0.13,0.33,8.15,1,14
7.48,0.15,7.54,0.06,1.13,17.57,1,18
5.9,0.25,6.05,0.01,0.71,16.45,1,10
5.16,0.28,5.17,0.09,1.03,16.59,1,15
3.48,0.56,3.73,0.12,0.69,12.32,1,17
4.85,0.2,4.58,0.18,0.72,18.23,1,13
4.72,-0.13,4.43,0.04,0.66,9.67,1,8
3.89,0.6,3.81,0.18,0.67,15.79,1,16
4.79,-0.17,4.83,0.1,1.07,11.14,1,12
5.74,0.24,5.46,0.08,0.83,9.24,1,13
3.82,0.17,3.5,0.19,0.75,10.44,1,13
6.54,0.26,6.83,0.08,0.76,11.11,1,12
5.94,0.64,6.07,0.09,0.93,15.57,1,17
5.79,0.5,5.62,0.06,0.73,12.91,1,17
6.3,0.19,6.36,0.07,0.78,20.8,1,21
4.57,0.24,4.95,0.15,0.6,14.87,1,13
5.76,0.18,5.82,0.06,0.66,15.11,1,16
6.09,0.16,6.24,0.07,0.67,16.4,1,15
4.19,0.39,4.15,0.2,1.11,19.73,1,13
7.95,0.12,8.51,0.03,0.71,6.61,1,9
5.16,0.73,5.17,0.16,0.61,19.71,1,13
4.41,0.4,4.66,0.01,0.69,9.28,1,9
5.4,0.08,5.27,0.01,0.77,2.29,1,9
6.93,0.22,6.79,0.16,0.83,15.5,1,14
4.66,0.18,4.71,-0.03,0.89,6.21,1,7
5.79,0.83,5.98,0.14,1.27,14.87,1,17
6.27,0.48,6.19,0.16,0.87,28.56,1,18
4.66,0.21,5.21,0.11,0.87,20.12,1,15
3.42,-0.1,3.13,0.16,1.06,-0.65,1,14
2.74,0.36,2.71,0.02,1.14,5.64,1,14
5.82,0.21,5.84,0.01,0.8,17.66,1,12
5.82,0.3,6.36,0.09,1.04,13.89,1,11
5.8,0.31,5.16,0.09,0.62,16.05,1,17
3.99,-0.05,4.12,0.14,1.03,12.34,1,15
5.11,0.5,4.45,0.07,0.51,18.43,1,14
4.79,0.05,5.24,0.1,1.03,14.23,1,14
5.41,0.73,5.81,0.21,0.76,12.05,1,10
4.01,0.49,4.03,0.02,0.5,14.98,1,14
5.02,0.44,5.07,0.1,0.97,17.39,1,20
3.9,0.17,3.83,0.12,0.95,15.39,1,21
3.82,0.48,3.73,0.04,0.97,9.93,1,17
5.32,0.3,5.16,0.12,0.82,15.7,1,18
4.26,0.52,3.82,0.04,0.62,13.17,1,13
4.62,0.26,4.23,0.04,1.12,14.21,1,17
4.94,0.32,5.17,0.14,0.64,23.23,1,17
3.51,0.42,3.66,0.14,0.61,10.91,1,15
4.14,0.68,4.12,0.12,0.7,12.07,1,19
5.46,0.5,5.36,0.02,0.78,15.92,1,13
6.68,0.21,6.8,0.14,0.86,10.15,1,14
5.92,0.31,4.92,0.08,0.82,18.96,1,19
4.88,0.32,4.87,-0.04,0.73,11.8,1,15
4.04,0.33,3.89,0.03,0.93,17.39,1,22
6.1,0.65,6.15,0.11,0.63,20.0,1,15
6.75,0.1,7.01,0.02,1.09,15.55,1,19
4.51,0.29,4.26,0.08,0.62,20.55,1,12
4.17,0.45,4.22,0.09,0.66,21.18,1,16
4.86,0.54,5.21,0.05,1.05,16.57,1,18
6.65,0.16,6.29,0.1,0.74,12.76,1,13
4.2,0.38,4.04,0.03,1.19,5.48,1,13
5.86,0.47,5.91,0.07,0.61,17.57,1,17
4.14,0.23,3.76,0.14,0.41,8.06,1,9
4.39,0.09,4.31,0.14,1.32,6.05,1,21
4.89,0.6,4.99,0.13,0.67,18.54,1,19
4.53,0.5,4.5,0.06,0.57,16.88,1,10
4.5,0.23,5.21,0.16,0.99,13.46,1,15
5.74,0.47,5.7,0.11,1.09,16.24,1,20
4.33,0.42,4.08,0.17,0.45,7.41,1,10
5.06,0.49,4.61,0.1,0.99,19.71,1,13
4.08,0.23,4.37,0.06,0.56,3.96,1,11
5.95,0.18,5.51,0.07,0.77,16.94,1,17
3.17,0.09,2.97,0.1,1.02,19.28,1,15
3.93,-0.03,4.04,0.07,0.48,18.01,1,18
3.56,-0.09,3.82,0.03,0.87,16.21,1,22
4.9,-0.03,4.95,0.16,0.74,19.38,1,14
5.96,0.11,6.21,0.0,0.8,15.87,1,12
6.16,-0.2,6.19,0.12,0.74,13.4,1,15
4.25,0.13,3.49,0.11,0.68,25.44,1,15
4.16,0.15,3.8,0.05,0.73,10.18,1,14
5.66,0.58,5.93,0.05,0.76,15.98,1,16
6.42,0.34,6.96,0.13,0.83,16.66,1,14
5.47,0.01,5.18,0.13,1.04,14.45,1,16
6.07,0.4,5.35,0.05,0.46,9.26,1,17
4.53,0.37,4.62,0.07,0.59,24.54,1,13
5.49,0.02,5.11,0.11,0.58,12.61,1,11
4.3,0.05,4.67,0.07,0.73,13.71,1,15
5.43,0.27,5.41,0.11,1.14,9.28,1,18
4.56,0.55,4.61,0.08,0.93,12.33,1,11
3.57,0.2,3.81,0.05,0.56,17.12,1,14
4.47,-0.04,4.57,0.13,0.49,15.82,1,19
4.18,0.18,4.59,0.1,0.63,11.01,1,12
6.48,0.5,6.21,0.16,0.51,18.45,1,16
5.64,0.32,6.0,0.12,1.21,12.12,1,15
6.15,0.24,5.57,0.06,1.01,15.16,1,19
4.66,0.32,4.65,0.08,1.01,14.47,1,15
5.39,0.17,5.64,0.13,0.65,17.3,1,17
7.64,0.02,7.97,0.1,0.76,11.04,1,16
5.96,0.43,5.83,0.08,0.66,17.2,1,16
5.59,0.36,5.45,0.09,0.65,6.72,1,13
5.5,0.54,5.77,0.22,0.63,24.06,1,20
5.18,0.15,5.13,0.16,0.53,2.07,1,10
4.7,0.25,4.8,0.02,0.65,11.9,1,13
5.88,0.24,6.42,0.07,0.96,14.95,1,14
3.95,0.16,4.1,0.1,0.64,15.22,1,16
3.25,0.21,2.99,0.08,1.26,11.66,1,19
4.81,0.31,4.99,0.04,0.86,22.53,1,16
5.86,0.51,6.15,0.1,0.82,13.57,1,17
4.86,0.36,4.72,-0.04,0.8,4.75,1,18
4.57,0.09,5.35,0.09,0.71,12.26,1,15
5.18,0.64,5.12,0.13,0.53,11.18,1,17
5.81,-0.01,5.8,0.1,0.45,19.44,1,11
5.48,0.17,5.22,0.09,0.58,14.04,1,10
4.83,0.75,4.91,0.21,0.95,13.51,1,15
5.02,0.21,4.84,0.02,0.87,11.54,1,17
4.23,0.34,3.59,0.08,0.83,10.81,1,13
3.65,0.25,3.23,0.15,0.81,16.21,1,14
4.1,0.33,4.37,0.19,0.88,18.84,1,10
4.87,0.63,4.97,0.08,1.13,7.45,1,17
4.8,0.17,4.6,0.12,0.8,13.25,1,19
5.02,0.23,4.22,0.07,0.45,9.64,1,12
3.79,-0.01,3.92,0.12,1.04,10.98,1,19
5.4,0.3,5.32,0.1,0.8,24.4,1,14
5.56,0.04,5.24,0.02,0.52,10.3,1,9
1.75,0.34,1.54,0.14,0.76,11.61,1,13
4.36,0.25,4.34,0.12,0.57,21.49,1,11
5.83,0.09,5.51,0.09,0.85,13.23,1,17
6.0,0.22,5.81,0.23,0.7,13.1,1,16
3.65,0.24,3.64,0.17,0.76,17.9,1,16
4.44,0.09,4.73,0.17,0.53,13.73,1,13
6.09,0.14,6.12,0.05,0.92,25.28,1,15
4.13,0.44,4.21,0.04,0.83,20.9,1,21
5.21,0.43,5.16,0.0,0.84,10.2,1,14
3.84,0.2,4.2,0.19,0.74,23.48,1,12
3.61,0.2,3.46,0.13,1.15,20.61,1,25
2.41,0.24,2.4,0.04,0.51,15.05,1,23
5.31,0.27,4.97,0.14,0.65,24.17,1,15
5.54,0.35,5.33,0.14,0.62,16.22,1,13
4.28,0.44,4.15,0.11,0.71,23.51,1,11
6.18,-0.09,6.59,0.1,0.89,16.59,1,17
5.72,0.0,5.97,0.1,0.33,17.45,1,16
4.22,0.05,4.38,0.17,0.68,14.62,1,16
5.0,0.13,5.03,0.03,0.65,16.6,1,16
5.46,0.22,5.41,0.06,0.93,12.52,1,24
7.08,0.22,7.19,0.06,0.64,12.5,1,16
4.68,0.41,4.65,0.07,0.78,10.64,1,18
5.13,0.33,5.11,0.15,0.86,27.58,1,13
3.5,0.38,3.51,0.16,0.9,22.8,1,15
4.12,-0.02,3.92,0.1,0.56,13.5,1,16
3.79,0.36,3.78,0.05,0.88,4.43,1,18
5.9,0.43,6.39,0.16,0.66,15.5,1,7
4.06,0.18,4.15,0.14,0.78,16.64,1,18
3.59,0.57,3.97,0.08,0.97,12.42,1,19
5.47,0.26,5.75,0.11,0.93,6.0,1,12
3.72,0.21,3.96,0.07,1.16,19.04,1,20
4.47,0.26,4.1,0.12,0.88,14.18,1,13
5.09,0.44,5.11,0.15,0.62,18.13,1,15
5.71,0.46,5.41,0.09,0.64,9.52,1,8
4.97,0.78,5.29,-0.02,1.02,14.64,1,18
5.81,0.28,5.45,0.13,1.01,12.65,1,18
4.57,-0.05,5.62,0.04,1.24,17.26,1,17
4.98,0.3,4.78,0.14,1.11,22.75,1,20
5.25,-0.02,5.63,0.22,1.22,19.28,1,18
3.58,0.37,3.2,0.18,0.72,13.76,1,13
5.77,0.41,5.8,0.1,0.71,18.73,1,17
4.98,0.4,5.18,0.08,0.56,8.08,1,18
3.66,-0.06,3.24,0.08,0.86,8.27,1,15
2.66,0.12,2.69,0.13,0.35,20.11,1,10
5.53,0.41,5.52,0.07,0.8,15.74,1,10
4.36,0.57,4.42,0.02,0.76,8.1,1,13
5.13,0.12,5.56,0.14,0.71,10.53,1,15
5.02,0.46,5.08,0.14,0.81,9.89,1,16
3.85,0.09,3.77,0.14,0.52,12.51,1,11
6.94,0.49,7.5,0.13,0.47,9.73,1,13
4.83,0.13,5.55,0.08,0.38,21.1,1,14
7.23,0.39,7.29,0.13,0.7,11.83,1,18
3.03,0.35,2.62,0.14,1.17,24.53,1,18
4.83,0.84,4.42,0.06,0.77,18.77,1,14
3.07,-0.09,3.05,0.04,0.62,14.19,1,17
5.18,0.28,5.12,0.11,0.72,18.36,1,17
5.66,0.24,5.33,0.15,0.88,14.75,1,13
6.35,0.19,6.53,0.01,0.72,17.78,1,11
6.36,0.27,6.65,0.18,1.03,6.28,1,9
5.14,-0.0,5.7,0.1,0.43,9.36,1,8
4.6,0.53,4.51,0.12,1.32,16.35,1,18
5.66,0.18,5.89,-0.0,0.86,16.21,1,19
6.02,0.35,5.8,0.14,0.8,24.14,1,12
6.32,0.47,6.22,0.14,0.77,5.18,1,13
6.05,0.08,5.89,0.13,0.54,22.52,1,18
6.36,0.4,6.18,0.06,0.76,14.58,1,14
5.54,0.32,5.08,0.07,0.69,4.18,1,13
3.96,0.27,4.36,0.14,1.11,17.09,1,15
6.58,0.35,6.55,0.09,0.57,14.93,1,14
6.57,-0.08,6.25,0.17,0.82,10.83,1,18
5.36,0.48,5.19,0.05,0.98,14.85,1,16
6.06,0.08,5.89,0.12,0.59,8.82,1,17
6.59,-0.02,6.84,0.14,0.6,14.99,1,13
3.23,0.56,3.88,0.06,0.42,18.49,1,15
4.92,-0.06,5.1,0.08,0.67,14.68,1,17
5.54,0.55,5.34,0.11,0.89,11.0,1,14
4.02,0.24,4.12,0.03,0.77,17.41,1,15
3.38,0.35,2.66,0.15,0.66,24.79,1,11
5.17,0.0,5.12,0.13,0.79,17.62,1,13
3.55,0.49,3.66,0.22,0.89,16.74,1,14
5.07,0.32,5.43,0.14,0.99,19.79,1,16
4.22,0.23,4.29,0.08,0.88,18.03,1,10
5.99,0.19,6.06,0.06,0.77,11.92,1,15
5.96,0.43,5.68,0.12,1.15,4.87,1,19
4.85,0.54,5.16,0.07,0.65,8.84,1,9
4.96,0.21,4.93,0.05,0.86,19.85,1,18
4.35,0.08,4.26,0.08,0.79,6.86,1,13
5.77,0.08,5.87,0.12,0.82,16.24,1,12
3.91,0.38,4.15,0.07,0.71,22.63,1,7
6.21,0.35,6.31,0.09,0.57,18.17,1,17
6.07,0.21,5.93,0.04,0.77,13.52,1,17
2.26,0.17,2.14,0.05,0.89,12.01,1,11
4.64,0.31,4.72,0.11,0.78,12.31,1,17
5.82,0.5,6.0,0.12,0.93,15.06,1,15
5.51,-0.01,5.25,0.05,0.69,25.04,1,13
4.73,0.54,4.35,0.15,0.66,16.42,1,16
5.83,0.56,6.22,0.05,1.04,18.36,1,17
6.07,0.27,6.39,0.11,1.24,15.57,1,15
4.72,0.23,5.36,0.1,0.49,9.17,1,10
5.0,0.4,5.15,0.07,1.08,14.31,1,16
5.89,-0.1,6.3,0.12,0.84,11.69,1,11
5.59,0.1,5.23,0.06,0.98,10.05,1,16
4.11,0.32,3.15,0.13,1.0,15.85,1,17
5.03,0.39,4.79,0.07,1.07,14.54,1,19
6.93,0.39,6.39,0.06,0.96,8.46,1,19
3.94,0.17,3.22,0.16,1.11,17.84,1,12
4.93,0.58,4.93,0.08,1.11,16.26,1,12
7.19,0.2,6.62,0.08,0.72,11.74,1,10
5.69,0.43,5.99,0.11,1.16,17.22,1,8
6.56,0.29,6.46,0.11,0.96,6.61,1,19
3.69,0.25,3.52,0.12,0.58,22.37,1,13
4.59,0.11,4.8,0.13,0.61,5.88,1,14
4.19,0.51,4.66,0.12,1.21,24.73,1,15
5.46,-0.16,5.06,0.18,0.93,17.44,1,15
4.64,0.13,4.46,0.1,0.65,14.8,1,11
5.86,0.26,6.23,0.2,0.73,11.73,1,12
6.3,0.28,6.34,0.14,0.64,10.42,1,13
4.53,-0.02,4.29,-0.0,1.19,21.19,1,21
4.27,0.05,4.79,0.16,1.14,18.25,1,14
3.36,-0.14,3.01,0.04,0.83,19.61,1,16
5.63,0.43,6.04,0.1,0.88,11.33,1,19
6.92,0.48,6.51,0.08,0.73,14.07,1,12
4.83,0.2,5.0,0.06,0.73,19.53,1,17
5.44,0.6,5.37,0.1,0.67,18.39,1,13
6.47,0.13,6.31,0.06,1.24,19.57,1,16
6.01,0.39,5.78,0.01,0.56,20.05,1,14
5.42,0.3,5.48,0.1,0.78,16.25,1,18
5.55,0.16,5.78,0.02,0.84,17.28,1,16
3.61,0.28,2.98,0.04,0.66,20.98,1,16
3.29,0.45,3.47,0.06,0.59,14.08,1,17
5.43,0.4,5.1,0.17,0.99,17.92,1,12
6.76,0.45,6.48,0.07,0.72,9.56,1,12
5.36,0.25,5.77,0.06,0.74,27.97,1,17
4.38,0.3,4.44,0.03,0.41,11.64,1,12
4.9,0.37,5.04,0.15,0.62,14.46,1,17
5.29,0.5,5.3,0.1,1.04,9.18,1,14
4.55,0.35,4.5,0.07,0.62,24.65,1,10
4.93,0.04,5.2,0.03,0.81,4.19,1,10
4.29,0.05,4.57,0.15,0.95,9.25,1,17
5.17,0.37,4.95,0.07,0.86,10.92,1,14
3.7,0.59,3.53,0.12,1.2,26.3,1,19
5.57,0.22,5.52,0.05,0.81,6.8,1,10
5.49,0.29,5.13,0.09,0.86,12.1,1,20
3.73,0.18,3.93,0.07,0.84,20.14,1,16
6.11,0.71,5.95,0.11,0.86,20.4,1,16
4.73,0.35,4.35,-0.03,0.56,18.82,1,10
4.23,0.35,4.45,0.13,1.16,19.08,1,19
4.65,0.17,4.38,0.07,1.14,13.37,1,20
3.2,0.5,3.34,0.1,0.97,15.01,1,15
5.47,0.13,5.84,0.07,1.07,13.33,1,16
5.47,0.34,5.59,0.1,1.0,14.26,1,16
5.88,0.26,5.55,0.15,0.71,23.12,1,15
5.46,0.53,5.39,0.11,0.85,16.27,1,18
5.24,0.28,4.9,0.04,0.57,3.97,1,11
4.29,0.51,4.41,0.08,0.88,6.11,1,18
7.0,0.31,6.65,0.08,0.81,14.11,1,15
4.4,0.4,4.27,0.15,1.05,15.44,1,15
5.75,0.42,6.04,0.07,1.16,18.67,1,19
4.71,0.54,4.61,0.14,0.31,16.69,1,8
3.92,0.31,4.09,0.02,0.7,18.8,1,15
5.88,-0.0,5.65,0.09,0.91,24.43,1,14
6.47,0.5,6.74,0.01,1.09,11.51,1,14
4.93,-0.03,5.25,0.16,0.97,14.98,1,15
3.58,0.51,4.22,0.05,0.72,20.98,1,12
1.71,0.57,1.56,0.15,0.96,15.77,1,19
6.12,0.41,6.02,0.14,0.69,19.24,1,17
4.18,0.06,3.85,0.07,0.65,15.36,1,12
4.19,0.06,4.42,0.09,1.06,14.67,1,20
4.73,-0.1,4.66,0.12,0.67,17.83,1,12
6.4,0.26,6.21,0.11,1.35,11.47,1,16
5.13,0.35,4.61,0.2,0.69,10.22,1,15
4.84,0.37,5.06,0.07,0.73,16.14,1,8
4.4,0.16,4.29,0.09,0.78,17.64,1,16
3.13,-0.02,3.21,-0.01,0.42,18.63,1,15
4.89,0.41,4.7,0.07,0.65,4.62,1,8
4.51,0.58,4.27,0.06,0.82,25.23,1,13
3.22,0.21,3.53,0.1,0.94,22.26,1,15
6.47,0.71,6.26,0.02,0.64,9.38,1,17
4.4,0.26,4.36,0.04,0.96,10.13,1,17
4.63,-0.14,4.5,0.12,0.97,18.41,1,17
6.78,0.51,6.78,0.13,0.85,8.76,1,14
4.72,0.37,5.05,0.13,0.83,28.47,1,12
5.14,0.39,5.66,0.08,0.38,9.89,1,12
3.49,0.39,3.81,0.08,0.84,20.83,1,16
5.2,0.5,5.18,0.13,0.35,11.33,1,10
3.44,0.64,3.55,0.04,1.02,15.71,1,18
5.25,0.37,5.07,0.11,1.24,19.15,1,20
5.56,0.38,5.91,0.01,0.54,12.94,1,15
5.09,0.35,4.99,0.03,0.35,20.07,1,13
3.84,0.31,4.11,0.09,0.76,15.27,1,18
4.93,0.33,4.87,0.16,0.97,9.07,1,17
5.51,0.21,5.51,0.18,0.47,19.77,1,14
3.1,0.54,2.87,0.09,0.71,8.15,1,16
4.65,0.36,5.18,0.1,0.97,8.01,1,16
5.25,0.49,5.57,0.09,0.83,14.62,1,11
4.19,0.44,4.08,0.08,0.9,10.78,1,12
4.51,0.49,4.52,0.12,1.06,20.13,1,14
6.19,0.03,6.2,0.17,0.94,18.9,1,14
4.57,0.55,4.33,0.17,0.86,21.01,1,16
4.29,0.22,4.06,0.07,0.52,9.47,1,10
3.29,0.14,3.02,0.14,0.85,11.58,1,18
3.89,0.21,4.37,0.06,0.84,11.15,1,17
6.33,0.34,6.07,0.12,0.87,3.92,1,14
5.61,0.21,5.64,0.01,1.18,6.48,1,12
5.66,0.38,5.47,0.11,0.69,23.79,1,14
4.67,0.18,4.11,0.11,0.79,-0.75,1,10
4.93,0.13,4.64,0.03,0.73,24.25,1,16
3.93,0.33,3.86,0.17,0.69,11.15,1,10
3.91,0.49,3.85,0.01,1.3,18.74,1,15
4.26,0.05,4.16,0.14,0.76,12.79,1,9
4.89,0.3,5.36,0.15,0.92,13.27,1,15
