sensor_reading,noise_level,rolling_avg,reading_diff,pga,snr,p_wave_detected,ttf_seconds
2.84,0.43,2.87,0.0,-0.07,1.87,0,0
-2.05,0.9,-1.66,-0.08,-0.54,4.48,0,0
4.14,0.03,3.45,0.12,0.71,20.77,1,12
-0.08,1.0,-0.04,0.11,-0.0,1.36,0,0
-0.1,0.79,-0.07,0.03,0.08,-7.17,0,0
1.57,0.74,1.9,0.0,-0.02,8.37,0,0
5.31,0.08,5.13,0.1,1.09,14.45,1,19
1.4,0.77,1.07,0.01,-0.11,4.23,0,0
1.36,0.49,1.27,0.0,0.43,4.2,0,0
-0.09,0.84,-0.04,0.02,-0.03,2.62,0,0
5.45,0.33,5.36,0.1,0.56,22.8,1,12
4.27,0.35,4.88,0.11,0.62,14.16,1,10
4.98,0.25,4.88,0.09,0.74,8.66,1,13
3.44,0.64,3.55,0.04,1.02,15.71,1,18
0.69,0.93,0.87,0.0,0.05,5.96,0,0
1.66,0.98,1.25,0.02,-0.05,3.88,0,0
7.76,0.28,7.56,0.05,0.6,14.1,1,14
1.69,1.06,1.88,-0.02,0.08,5.15,0,0
-0.46,0.59,-0.35,-0.01,0.14,-5.1,0,0
4.31,0.32,4.44,0.0,0.72,18.69,1,16
5.32,0.34,4.63,0.01,0.94,19.72,1,18
1.34,0.87,1.28,0.03,-0.23,1.27,0,0
0.69,1.08,0.9,-0.02,-0.27,4.95,0,0
3.67,0.16,3.28,0.16,0.75,6.07,1,12
1.4,1.13,0.92,0.01,0.27,7.38,0,0
4.71,0.41,4.39,0.14,0.84,16.95,1,11
-1.75,0.83,-1.59,0.04,0.08,3.66,0,0
0.96,0.89,1.12,0.01,0.14,2.48,0,0
4.3,0.12,4.31,0.11,0.87,16.67,1,16
5.61,0.48,6.36,0.1,0.51,9.5,1,16
1.14,0.76,0.85,0.05,0.08,6.78,0,0
3.29,0.45,3.47,0.06,0.59,14.08,1,17
0.88,0.85,1.01,-0.06,0.02,6.4,0,0
-0.3,0.79,-0.37,-0.02,-0.07,6.2,0,0
2.19,0.63,1.99,0.0,-0.13,2.07,0,0
0.69,0.91,0.85,-0.01,0.07,1.56,0,0
4.69,0.08,4.95,0.08,0.91,11.45,1,15
0.39,0.58,0.0,-0.01,0.45,0.05,0,0
4.86,0.57,5.09,0.14,0.68,14.26,1,15
0.94,0.95,1.2,0.01,0.13,2.13,0,0
0.78,0.63,1.02,-0.0,-0.42,4.66,0,0
4.64,0.63,4.81,0.13,0.77,14.75,1,17
-0.27,1.19,-0.03,0.04,0.04,6.82,0,0
0.3,0.73,0.18,0.01,-0.06,6.93,0,0
0.26,0.84,-0.36,-0.05,-0.14,1.76,0,0
5.29,0.39,5.45,0.08,0.81,17.5,1,21
0.1,1.08,-0.11,-0.03,-0.31,5.47,0,0
-0.51,1.07,-0.33,-0.03,-0.16,4.76,0,0
6.29,0.53,6.85,0.1,0.59,15.03,1,18
5.66,0.5,5.52,0.07,1.04,15.24,1,16
5.48,0.14,5.36,0.03,0.82,9.56,1,15
1.37,0.86,1.41,0.07,-0.26,8.85,0,0
4.96,0.39,4.92,0.05,1.03,18.3,1,15
0.22,0.98,0.03,-0.04,0.14,0.74,0,0
1.39,0.43,1.51,0.02,0.01,5.86,0,0
4.11,0.3,4.52,0.15,0.68,14.18,1,11
4.55,0.19,4.92,0.1,0.76,24.0,1,16
-0.02,0.56,0.14,-0.03,0.24,5.65,0,0
4.86,-0.07,4.35,0.06,1.04,16.21,1,14
0.75,0.43,1.21,-0.02,0.27,3.94,0,0
0.8,0.56,0.45,0.01,0.09,3.64,0,0
-0.13,0.75,-0.35,0.01,0.42,-4.44,0,0
5.28,0.5,4.94,0.11,0.89,21.66,1,20
4.55,0.24,4.67,0.05,0.5,17.26,1,14
4.04,0.53,3.56,0.15,0.95,17.0,1,18
1.31,0.66,1.82,0.13,-0.02,0.58,0,0
4.28,0.3,3.79,0.11,1.2,15.27,1,20
0.68,0.87,0.42,-0.04,-0.12,-0.77,0,0
4.28,0.39,4.45,-0.01,1.35,19.71,1,24
5.07,0.26,5.14,0.06,0.43,22.57,1,16
3.26,0.88,3.6,0.1,0.03,5.5,0,0
-0.19,0.65,-0.32,-0.02,0.09,5.93,0,0
5.23,0.63,5.08,0.08,0.69,19.92,1,15
3.75,0.22,3.76,0.11,0.83,13.83,1,20
1.09,1.01,1.05,0.03,0.41,2.5,0,0
2.21,0.78,2.54,0.02,-0.04,16.72,0,0
5.95,0.39,6.13,0.12,1.18,9.1,1,18
5.4,0.21,5.47,0.08,0.65,15.69,1,12
0.33,0.85,0.05,0.1,0.17,1.86,0,0
5.26,0.16,5.57,0.09,0.39,5.42,1,11
6.13,-0.06,6.59,0.17,0.67,13.23,1,12
5.73,0.57,5.45,0.13,1.04,16.01,1,16
0.28,0.79,0.21,0.03,-0.18,-1.15,0,0
1.0,0.63,0.48,0.03,0.49,-3.11,0,0
4.91,0.28,4.88,0.13,0.9,18.03,1,20
-0.56,0.85,-0.42,0.06,0.41,6.22,0,0
5.36,0.4,5.07,0.05,0.91,9.59,1,11
5.64,0.54,5.89,-0.02,0.82,17.73,1,17
1.62,1.09,1.39,0.04,0.02,-0.45,0,0
5.85,0.54,6.31,0.02,0.99,16.29,1,16
4.17,0.45,4.22,0.09,0.66,21.18,1,16
1.01,0.91,0.84,0.06,-0.31,12.84,0,0
1.12,0.73,1.32,-0.06,-0.22,6.31,0,0
1.39,0.85,1.2,0.06,-0.19,9.41,0,0
6.49,0.46,6.86,0.13,0.19,11.82,1,16
0.84,0.85,1.23,0.0,0.13,6.1,0,0
5.28,0.56,5.24,0.15,0.73,22.31,1,14
5.49,0.28,5.17,0.13,0.98,17.13,1,19
0.81,0.93,0.44,0.11,-0.13,-1.4,0,0
5.08,0.26,4.68,0.09,0.86,18.69,1,16
5.09,0.44,5.11,0.15,0.62,18.13,1,15
5.46,0.38,5.6,0.14,0.88,5.58,1,12
-1.44,0.79,-2.2,-0.06,0.15,2.57,0,0
5.8,0.45,5.83,0.18,0.74,8.3,1,13
5.75,0.24,5.69,0.12,0.9,18.89,1,18
3.53,0.27,3.73,0.09,0.55,13.05,1,13
0.11,0.56,-0.29,0.06,0.08,-1.83,0,0
6.19,0.83,5.96,0.14,0.64,15.78,1,13
0.44,0.97,0.46,0.0,-0.1,3.31,0,0
1.81,0.82,1.91,0.06,0.12,-1.08,0,0
2.03,0.72,1.82,0.08,0.36,13.74,0,0
1.01,1.13,1.28,-0.03,-0.02,-0.9,0,0
-0.29,0.53,-0.36,0.02,-0.21,3.31,0,0
7.0,0.47,6.45,-0.0,0.81,25.16,1,20
-0.71,0.94,-0.78,0.0,0.06,11.72,0,0
5.99,0.22,6.13,0.07,0.78,16.81,1,12
-0.4,0.87,-0.61,-0.1,-0.37,7.19,0,0
5.78,0.14,5.63,0.15,0.54,16.39,1,16
-0.52,0.97,-0.38,0.02,0.2,-0.55,0,0
-0.45,0.47,-0.11,-0.03,-0.06,-6.69,0,0
1.46,0.66,1.29,-0.03,-0.2,7.01,0,0
0.2,0.75,0.71,0.01,-0.18,3.5,0,0
2.58,0.13,2.35,0.07,0.59,25.58,1,13
-0.24,0.65,0.06,-0.1,0.1,-5.41,0,0
-0.11,0.71,0.16,0.02,-0.11,9.22,0,0
0.58,0.96,0.47,-0.03,0.16,1.02,0,0
0.49,0.54,0.72,0.01,0.42,4.33,0,0
0.44,1.02,0.68,-0.0,0.09,0.46,0,0
1.84,1.08,1.8,-0.05,0.36,16.01,0,0
6.74,0.01,6.23,0.1,0.67,15.45,1,16
0.49,0.84,0.56,-0.08,-0.21,3.68,0,0
1.0,0.81,0.77,0.01,0.08,3.87,0,0
4.53,0.41,4.47,0.11,0.69,20.53,1,17
3.53,0.18,3.24,0.08,0.76,19.98,1,12
2.0,0.79,2.45,0.1,0.13,-1.04,0,0
1.13,0.74,0.93,0.03,0.22,8.93,0,0
5.47,0.01,5.18,0.13,1.04,14.45,1,16
4.02,0.34,3.76,0.2,0.54,14.45,1,13
4.4,0.17,4.77,0.03,1.28,18.19,1,16
5.8,0.4,6.0,0.13,0.81,20.05,1,13
-0.13,1.02,-0.09,0.07,0.11,0.9,0,0
6.16,0.49,6.55,-0.03,1.01,7.61,1,16
6.32,0.31,5.9,0.18,1.05,9.25,1,18
1.8,0.71,1.3,0.01,-0.01,-9.04,0,0
5.38,0.53,5.15,0.09,1.16,15.26,1,24
1.52,0.72,1.28,0.06,-0.07,7.03,0,0
3.51,0.68,3.35,0.06,1.29,11.99,1,15
0.19,0.68,0.24,-0.04,0.06,2.3,0,0
4.63,0.12,5.0,0.13,0.89,15.82,1,18
6.16,0.64,5.9,0.12,0.42,17.11,1,11
0.47,0.67,0.38,0.08,0.29,-4.71,0,0
7.5,0.37,7.45,0.15,0.76,23.96,1,18
5.63,0.43,6.04,0.1,0.88,11.33,1,19
0.24,0.88,0.39,-0.01,0.3,-7.52,0,0
-0.14,1.08,-0.02,0.03,0.44,-1.81,0,0
5.22,0.5,5.39,0.1,0.57,10.74,1,14
5.63,0.34,6.27,0.07,0.94,14.46,1,17
0.13,0.47,0.27,0.08,-0.23,-0.2,0,0
-0.65,0.9,-0.7,0.05,0.15,-3.91,0,0
-0.34,0.68,-0.54,-0.02,0.64,7.87,0,0
-1.06,0.67,-0.85,-0.0,0.29,5.58,0,0
5.76,0.18,5.82,0.06,0.66,15.11,1,16
2.14,0.86,2.53,-0.0,-0.19,5.78,0,0
5.13,0.26,4.98,0.04,0.49,13.79,1,9
1.13,0.85,1.07,-0.06,0.11,8.68,0,0
1.95,0.68,1.59,0.04,0.4,1.58,0,0
0.11,0.95,0.2,0.01,0.24,2.5,0,0
3.65,0.53,3.48,0.12,0.99,13.36,1,19
4.85,0.1,4.78,0.12,0.52,8.98,1,10
0.16,0.83,0.88,-0.0,0.13,5.8,0,0
4.56,-0.11,4.47,0.06,0.97,11.99,1,17
5.02,0.23,4.22,0.07,0.45,9.64,1,12
0.28,1.02,-0.25,0.01,0.29,7.08,0,0
4.88,0.04,4.72,0.14,0.63,11.66,1,13
0.98,0.82,0.57,0.05,-0.05,2.07,0,0
0.14,0.74,-0.14,-0.0,0.13,2.55,0,0
1.31,0.9,1.42,-0.0,-0.06,1.28,0,0
4.39,0.31,4.29,0.12,0.98,14.69,1,19
-0.2,0.82,-0.08,0.14,0.36,12.5,0,0
3.86,0.39,3.48,0.07,0.83,5.6,1,14
4.59,0.6,5.2,0.17,0.69,14.15,1,15
4.25,0.4,4.6,0.02,0.81,26.08,1,20
0.88,1.39,1.03,-0.03,0.4,-4.62,0,0
5.49,0.1,5.44,0.11,0.76,23.07,1,14
-0.63,0.54,-0.58,-0.05,-0.12,11.78,0,0
0.72,1.12,0.83,0.0,-0.07,6.94,0,0
4.55,-0.14,4.55,0.05,1.03,15.43,1,21
5.97,0.2,6.22,0.13,0.58,16.1,1,18
4.16,0.16,4.25,0.1,0.53,13.49,1,17
1.74,0.96,1.46,0.02,-0.02,12.24,0,0
1.56,0.86,0.79,0.1,0.06,1.68,0,0
1.24,0.82,1.51,-0.04,0.15,-2.94,0,0
4.18,0.21,4.85,0.07,0.77,18.02,1,14
-1.72,0.94,-1.81,0.06,0.15,6.91,0,0
0.81,0.59,0.54,-0.04,-0.21,10.13,0,0
3.35,0.04,3.42,0.05,1.02,11.42,1,16
4.45,0.52,4.56,0.15,0.75,12.28,1,17
3.7,0.15,3.66,0.1,1.12,21.52,1,22
1.7,0.57,1.58,0.01,0.31,-1.05,0,0
4.74,0.04,4.74,0.1,0.94,15.6,1,14
5.8,0.28,5.6,-0.02,0.9,22.51,1,16
1.51,0.8,1.69,-0.09,0.25,-6.55,0,0
1.98,0.69,1.53,0.08,0.02,-1.31,0,0
1.42,1.0,1.7,0.02,0.12,5.6,0,0
0.67,0.95,0.33,0.04,0.27,7.08,0,0
5.08,0.48,4.5,0.1,0.34,20.29,1,9
4.82,0.4,4.85,0.11,0.99,15.48,1,17
0.88,0.69,1.26,-0.05,-0.27,2.97,0,0
6.23,0.3,5.95,0.15,1.04,5.93,1,17
-1.12,0.76,-1.51,0.04,0.05,5.26,0,0
-0.25,0.95,-0.19,0.06,0.21,7.41,0,0
1.34,1.03,1.22,0.02,-0.16,-10.06,0,0
0.52,0.77,0.45,-0.02,-0.15,2.75,0,0
0.3,0.87,0.48,0.05,0.42,-0.71,0,0
0.29,0.85,0.72,0.04,-0.04,3.16,0,0
3.82,0.46,3.44,0.09,0.39,16.13,1,12
0.6,0.93,0.26,0.02,-0.08,-7.92,0,0
3.46,0.13,4.04,0.09,0.83,16.13,1,14
2.21,0.62,2.68,0.01,-0.16,2.89,0,0
5.58,0.5,5.09,0.16,1.01,13.83,1,21
-0.16,0.88,0.38,0.01,0.27,4.21,0,0
5.6,0.16,5.47,0.1,1.08,19.98,1,14
2.77,0.75,2.46,-0.02,0.23,3.6,0,0
3.46,0.27,3.69,0.1,0.95,12.76,1,19
5.29,0.37,4.68,0.15,0.92,14.71,1,18
2.41,0.24,2.4,0.04,0.51,15.05,1,23
5.1,0.53,5.21,0.17,0.78,22.77,1,16
5.36,-0.08,5.39,0.18,0.68,16.47,1,18
-0.06,0.62,0.1,0.03,0.09,-1.61,0,0
-0.7,0.94,-0.49,-0.02,0.07,8.21,0,0
5.06,0.27,5.08,0.18,0.75,14.55,1,16
6.96,0.32,7.26,0.1,0.66,20.81,1,14
0.68,0.46,0.67,0.02,0.05,-1.31,0,0
0.89,0.96,0.92,-0.0,-0.01,4.29,0,0
5.62,0.35,5.39,0.1,0.64,12.31,1,15
1.61,0.83,0.89,-0.1,-0.04,8.49,0,0
5.08,0.38,5.37,0.12,0.44,20.9,1,11
-0.0,1.06,-0.6,-0.02,-0.14,9.07,0,0
2.79,0.98,2.64,0.07,-0.0,1.6,0,0
5.0,0.15,5.44,0.03,0.67,9.92,1,15
6.06,0.43,5.88,0.09,0.78,16.51,1,15
1.31,0.56,1.14,-0.08,-0.04,12.26,0,0
1.09,1.01,1.17,-0.0,-0.06,-4.84,0,0
4.06,0.57,4.01,0.18,0.85,11.94,1,16
-0.26,0.91,0.17,0.05,-0.12,5.64,0,0
1.26,0.69,1.22,-0.05,-0.15,-2.55,0,0
5.47,0.23,5.71,0.17,0.9,15.1,1,16
6.3,0.5,6.34,0.15,0.6,10.65,1,13
1.39,0.98,1.58,0.04,-0.06,-1.67,0,0
6.03,0.2,5.89,0.12,1.01,23.19,1,20
0.76,0.44,0.76,0.01,-0.01,0.96,0,0
5.81,0.4,5.9,0.15,0.93,17.82,1,18
5.28,0.38,5.18,0.22,1.07,13.53,1,14
0.51,0.65,0.36,-0.04,0.18,3.38,0,0
5.13,0.12,5.56,0.14,0.71,10.53,1,15
-0.11,0.7,-0.28,-0.05,0.21,-4.01,0,0
1.32,1.34,1.26,0.04,0.04,4.69,0,0
0.9,1.08,1.07,0.03,0.17,2.63,0,0
5.23,0.42,4.88,0.14,0.61,23.97,1,13
3.21,0.45,3.38,0.12,0.4,25.48,1,16
-0.02,0.91,-0.71,-0.01,-0.09,8.88,0,0
4.32,0.7,4.69,0.09,0.75,3.78,1,17
2.38,1.07,1.98,0.12,0.07,4.01,0,0
1.66,0.68,1.71,0.06,0.1,-5.84,0,0
5.65,0.32,5.84,0.15,0.88,17.6,1,14
1.89,0.81,1.69,0.04,-0.1,4.93,0,0
0.64,0.94,0.6,0.05,-0.08,3.11,0,0
4.96,0.25,4.68,0.16,1.08,19.04,1,17
4.44,0.24,4.53,0.13,0.5,5.75,1,14
-0.98,0.96,-0.94,-0.05,0.11,1.51,0,0
-0.27,0.93,-0.16,0.02,0.34,6.0,0,0
4.69,0.27,4.55,0.02,1.04,14.46,1,14
0.16,0.64,-0.19,0.01,0.06,-1.11,0,0
0.24,0.9,0.01,0.04,-0.07,-0.19,0,0
1.79,0.89,1.47,0.04,-0.21,2.56,0,0
4.31,0.46,4.51,0.12,0.62,13.13,1,12
3.2,0.26,3.22,0.09,0.6,6.8,1,12
4.2,0.35,4.73,0.16,0.96,15.8,1,12
5.24,0.25,5.22,0.04,0.48,6.52,1,12
0.43,1.1,0.28,0.01,0.36,8.25,0,0
0.58,1.16,0.56,-0.08,0.04,-2.04,0,0
0.41,0.31,0.56,-0.04,0.2,5.49,0,0
5.27,0.22,5.46,0.08,0.68,23.01,1,15
3.77,0.48,3.83,0.06,1.2,21.45,1,14
-0.95,0.5,-1.42,0.01,0.15,-0.07,0,0
3.65,0.72,3.74,0.1,-0.11,4.98,0,0
4.65,0.17,4.54,0.07,1.1,28.65,1,17
0.07,0.92,0.19,-0.04,-0.47,3.49,0,0
1.5,1.07,1.59,0.09,-0.08,2.48,0,0
-1.38,0.91,-1.37,-0.06,0.21,6.63,0,0
5.79,0.38,5.82,0.12,0.73,21.82,1,15
5.41,0.23,5.55,0.09,1.06,21.16,1,19
6.03,0.45,5.9,0.04,1.24,16.5,1,13
-0.93,1.03,-0.74,-0.01,-0.16,0.41,0,0
6.26,0.18,5.63,0.06,0.86,20.99,1,18
0.32,1.02,0.45,-0.06,0.35,5.62,0,0
-0.67,0.55,-0.64,-0.09,0.29,7.27,0,0
1.33,0.77,1.4,0.0,0.07,7.74,0,0
3.59,0.71,3.89,0.11,0.78,4.88,1,17
4.08,0.27,3.94,0.12,0.76,10.66,1,12
0.38,0.68,0.04,-0.05,0.08,2.58,0,0
3.03,0.1,3.23,0.12,0.83,14.6,1,12
1.78,0.78,1.49,-0.01,-0.02,8.86,0,0
5.18,0.29,5.25,0.12,0.89,18.11,1,14
4.92,0.19,4.75,0.13,1.24,13.93,1,18
1.84,0.66,1.49,0.02,-0.43,0.83,0,0
5.56,0.29,5.47,0.15,0.69,11.98,1,16
0.69,1.03,0.41,-0.03,0.39,7.17,0,0
4.11,0.46,4.09,0.12,0.94,15.82,1,15
5.88,0.43,5.69,0.16,0.58,20.97,1,14
1.67,0.6,2.0,-0.03,0.31,3.27,0,0
-0.3,1.02,-0.35,-0.03,-0.24,1.76,0,0
4.83,0.27,4.9,-0.0,0.77,20.23,1,11
4.35,0.15,4.45,0.08,0.8,17.41,1,17
1.09,0.83,0.67,-0.03,-0.13,7.62,0,0
0.08,1.02,-0.08,0.08,0.43,7.53,0,0
5.14,0.31,5.24,0.05,0.99,19.02,1,17
1.32,1.05,1.17,0.07,-0.09,-0.36,0,0
1.6,0.77,1.82,0.03,-0.02,2.99,0,0
0.04,0.62,-0.56,0.15,-0.12,-4.6,0,0
4.02,0.13,4.34,0.02,0.72,16.79,1,11
4.46,-0.1,4.49,0.02,1.07,8.88,1,14
1.52,0.68,2.16,0.09,-0.07,2.06,0,0
4.98,0.04,4.8,0.08,0.79,13.89,1,15
3.5,0.49,3.63,0.17,0.96,22.0,1,16
5.52,0.4,5.79,0.12,0.54,14.98,1,14
5.19,0.37,4.63,0.1,0.74,11.26,1,14
-0.33,0.8,-0.41,-0.03,0.26,7.82,0,0
1.77,0.55,1.77,-0.02,0.28,11.05,0,0
3.82,0.18,3.9,0.13,0.78,12.42,1,18
4.37,0.17,4.3,0.08,0.88,15.31,1,16
7.33,0.32,6.56,0.08,0.53,16.84,1,14
5.8,0.26,5.59,0.12,0.54,13.69,1,15
1.02,1.02,1.03,0.07,0.13,0.46,0,0
0.03,1.16,-0.01,0.06,-0.17,-2.35,0,0
4.91,0.42,5.23,0.18,1.05,22.8,1,15
5.75,0.33,6.09,0.04,0.83,9.79,1,16
4.02,0.6,4.46,0.08,0.97,23.76,1,17
5.03,0.38,5.03,0.08,0.75,15.43,1,19
0.61,0.64,0.85,0.08,-0.01,3.22,0,0
4.42,0.36,3.78,0.12,0.87,21.15,1,13
5.2,0.32,4.61,0.07,0.76,8.18,1,15
5.44,0.48,5.28,0.12,0.94,14.04,1,12
5.71,0.51,6.05,0.08,0.81,19.69,1,16
0.56,0.74,0.43,0.05,0.02,7.81,0,0
2.4,0.18,2.64,0.14,0.94,12.38,1,16
4.8,0.36,4.57,0.15,0.75,14.12,1,14
0.25,0.65,-0.06,0.06,-0.14,-4.39,0,0
1.54,0.93,1.75,0.03,0.16,1.23,0,0
0.77,0.62,0.53,-0.06,0.23,7.84,0,0
4.1,0.42,4.05,0.08,1.1,13.28,1,15
-1.5,0.65,-1.75,0.01,0.19,1.8,0,0
0.43,0.94,0.37,-0.03,0.62,0.5,0,0
6.32,0.43,6.34,0.16,1.11,11.88,1,14
0.94,0.53,0.7,-0.06,-0.22,12.52,0,0
1.09,1.07,1.73,0.06,0.1,-1.16,0,0
1.11,0.79,1.05,0.03,-0.26,1.89,0,0
0.23,0.86,0.31,-0.04,0.0,-1.85,0,0
4.63,0.06,4.53,0.12,0.4,16.56,1,14
0.24,0.8,-0.09,-0.1,0.34,8.94,0,0
2.83,0.49,2.04,0.1,0.86,17.36,1,17
6.57,0.39,6.4,0.1,0.89,11.96,1,17
5.35,0.27,5.46,0.02,0.8,10.61,1,14
5.29,0.48,4.98,0.17,1.26,17.8,1,16
0.52,1.08,0.36,-0.02,0.26,-1.36,0,0
0.68,0.47,0.66,0.03,0.08,6.61,0,0
-0.17,1.1,-0.44,0.14,-0.1,-3.78,0,0
6.32,0.12,5.87,0.03,0.98,12.16,1,17
0.32,0.51,1.01,-0.04,0.12,5.86,0,0
1.76,1.13,1.54,-0.08,0.01,-5.7,0,0
3.6,0.22,3.23,0.12,0.64,13.63,1,15
6.46,0.27,6.79,0.15,0.9,21.91,1,15
0.0,0.91,-0.42,0.06,0.02,8.37,0,0
3.7,0.33,3.71,0.17,0.82,8.1,1,16
7.96,0.48,7.43,0.11,0.57,14.44,1,16
0.55,0.65,0.18,-0.06,-0.39,0.42,0,0
5.76,0.42,5.89,0.05,0.89,16.43,1,15
1.08,0.88,0.85,-0.06,-0.1,-1.13,0,0
0.25,0.79,0.71,-0.07,0.09,2.91,0,0
4.71,0.51,5.03,0.17,0.77,20.91,1,12
-0.74,0.67,-1.02,0.03,0.04,2.24,0,0
5.54,0.25,5.87,0.1,0.79,12.94,1,14
5.13,0.1,5.04,0.1,0.73,10.39,1,9
-0.02,0.25,0.18,-0.06,0.3,2.05,0,0
1.91,0.67,2.18,0.08,-0.23,0.99,0,0
4.62,0.06,4.71,0.13,0.69,16.41,1,13
0.2,0.73,0.05,0.01,-0.38,-2.87,0,0
-0.65,0.3,-0.82,-0.04,0.18,4.21,0,0
5.21,0.36,5.33,0.02,0.77,22.63,1,20
5.46,0.5,5.36,0.02,0.78,15.92,1,13
5.75,0.29,5.96,0.11,0.67,13.27,1,15
1.82,1.13,1.64,0.04,0.21,8.09,0,0
4.99,0.53,5.03,0.12,0.55,19.31,1,17
3.11,0.18,2.85,0.1,1.0,12.33,1,15
-0.32,0.59,-0.64,0.01,0.34,0.7,0,0
4.7,-0.0,4.16,0.1,1.05,16.17,1,10
6.43,0.32,6.03,0.09,0.63,14.82,1,16
0.79,0.86,0.27,-0.01,-0.1,2.02,0,0
0.96,0.36,1.15,0.09,-0.15,3.89,0,0
0.25,0.57,0.17,0.05,-0.19,1.52,0,0
-1.01,1.17,-1.17,0.03,0.27,1.3,0,0
-0.6,0.75,-0.5,0.01,-0.18,6.09,0,0
0.69,0.74,0.93,0.07,-0.11,5.28,0,0
3.54,0.22,4.01,0.1,0.78,13.83,1,16
1.47,1.11,1.56,0.02,0.08,6.28,0,0
1.42,0.7,1.41,0.0,0.16,2.2,0,0
-2.51,0.9,-2.7,-0.06,-0.01,2.95,0,0
0.89,0.82,0.45,-0.01,-0.02,-1.08,0,0
0.79,0.89,0.55,-0.0,0.41,1.93,0,0
-0.31,0.91,0.04,-0.05,-0.33,-2.48,0,0
0.04,1.06,-0.19,0.06,-0.01,0.45,0,0
1.83,1.13,1.79,-0.01,0.44,5.34,0,0
6.18,0.13,6.33,0.11,0.95,15.1,1,17
4.53,0.02,4.84,0.07,1.01,15.6,1,20
7.06,-0.09,7.11,0.07,0.66,16.89,1,16
0.68,1.26,0.44,0.03,0.03,-0.37,0,0
0.69,0.54,0.67,-0.0,0.16,3.38,0,0
0.04,0.84,0.02,0.09,0.01,1.85,0,0
5.2,0.0,4.86,0.08,1.1,16.43,1,12
1.3,0.8,1.23,-0.05,-0.13,4.08,0,0
4.93,0.31,5.12,0.14,0.96,20.38,1,11
0.02,1.14,-0.17,0.04,-0.31,8.25,0,0
-0.91,0.87,-0.84,-0.01,0.14,2.87,0,0
4.89,0.34,4.82,0.09,0.95,14.35,1,21
-1.64,0.57,-1.79,-0.01,0.34,6.51,0,0
5.32,0.74,5.92,0.07,0.68,21.38,1,18
5.04,0.37,5.32,0.03,1.01,12.61,1,21
-0.05,0.48,0.22,0.03,-0.22,7.11,0,0
4.77,0.38,4.74,0.12,1.1,12.68,1,19
-0.78,0.64,-0.3,-0.05,-0.07,-4.17,0,0
1.62,0.66,2.09,-0.03,0.24,8.99,0,0
4.83,0.42,4.83,0.16,0.98,23.61,1,16
5.87,0.51,5.54,0.07,0.43,18.77,1,15
4.12,0.62,3.83,0.1,0.97,14.73,1,13
6.88,0.16,6.61,0.14,0.74,9.95,1,16
4.71,0.15,4.78,-0.01,0.6,15.77,1,11
2.9,0.23,2.69,0.12,0.81,14.86,1,20
4.68,0.41,4.65,0.07,0.78,10.64,1,18
-0.15,0.94,0.14,0.01,-0.17,4.76,0,0
5.23,0.61,5.78,0.18,0.79,15.14,1,14
3.76,0.35,3.74,0.01,1.06,18.59,1,12
4.39,0.45,4.73,0.05,0.61,21.09,1,12
4.25,0.21,4.28,0.15,0.54,15.16,1,12
0.01,0.95,0.53,0.03,-0.2,6.94,0,0
5.18,0.4,5.19,0.03,0.68,15.07,1,16
0.18,0.88,-0.14,0.08,0.31,15.6,0,0
4.29,0.28,3.7,0.15,0.76,15.98,1,15
6.8,0.58,6.66,0.11,1.14,18.4,1,21
-0.66,0.63,-0.66,0.07,0.22,9.38,0,0
3.95,0.33,3.51,0.12,0.91,12.06,1,14
0.94,1.41,0.96,0.0,-0.18,-1.07,0,0
5.88,-0.0,5.65,0.09,0.91,24.43,1,14
2.0,0.25,2.73,0.22,0.91,8.67,1,13
2.99,0.23,3.4,0.16,1.29,17.62,1,19
4.54,0.24,4.12,0.1,0.9,24.04,1,16
5.66,0.55,5.21,0.11,0.99,20.66,1,12
0.98,0.78,1.13,0.07,0.07,-4.91,0,0
0.06,0.84,0.17,0.08,0.01,1.97,0,0
4.56,0.53,4.25,0.15,0.53,15.95,1,17
2.62,0.58,3.05,0.05,-0.18,4.95,0,0
2.04,0.61,1.97,0.13,0.28,13.15,0,0
6.0,0.18,6.1,0.08,0.87,13.34,1,16
4.04,0.43,4.49,0.18,0.7,11.66,1,17
1.35,0.88,1.06,0.08,-0.12,7.68,0,0
7.2,0.5,7.63,0.09,0.89,15.68,1,16
-0.36,0.83,-0.31,-0.05,0.07,0.94,0,0
5.73,0.31,6.15,0.17,0.62,12.52,1,16
4.54,0.17,4.51,0.11,0.81,6.16,1,12
4.6,0.71,4.47,0.06,1.12,14.52,1,17
4.81,0.41,4.83,0.09,0.49,20.49,1,19
0.78,0.88,0.32,-0.04,0.08,-5.87,0,0
0.94,0.73,1.18,0.03,0.24,3.72,0,0
0.71,0.86,1.21,-0.05,0.07,1.07,0,0
5.52,0.12,5.72,0.18,0.82,23.25,1,13
1.48,0.72,1.3,-0.0,-0.13,-4.33,0,0
5.5,0.01,5.62,0.13,1.11,9.82,1,16
5.6,0.3,5.43,0.09,0.69,15.13,1,8
6.75,0.02,6.42,0.18,1.08,24.88,1,16
4.92,0.46,5.25,0.05,0.7,20.06,1,17
0.48,0.74,0.31,0.04,-0.05,-2.52,0,0
0.47,0.79,0.53,0.17,-0.06,0.92,0,0
4.49,0.4,4.68,0.12,0.7,16.49,1,12
5.7,0.02,5.36,0.16,0.83,10.21,1,10
